platform,content,date,rating,likes,saves,comments,source,username,park
小红书,店主很好，耐心解答，随时回复，玩得很开心，谢谢优惠的门票～,2025-11-01,0,0,0,0,comment,serendipity is the best,公园C
小红书,摄影师真的超级好，每个地方拍完都会给我们看一下，会指导动作，很会拍，还很有追求，抓拍的我本来觉得也差不多可以了，小姐姐精益求精指导我动作，力求拍得更完美一点。最后拍完当时就把全部照片过了一遍让我看，很喜欢，推荐！,,0,0,0,0,comment,阿白,公园C
小红书,拍了，到门口联系在线客服，发二维码，账号，微信识别二维码登录，客服提供验证码，生成二维码在大门口闸机扫码进就行，非常顺利😊,,0,0,0,0,comment,隐形卖命,公园C
小红书,"有人说颐和园一天逛不完，真的吗？
02-11",,0,0,281,123,post,,公园C
小红书,逛了一个小时，好无聊，就去圆明园了。去圆明园拍了张照，半个小时就溜出去了。感觉没什么意思，和西湖差不多,,0,123,0,0,comment,mo,公园C
小红书,西湖碰瓷颐和园也是逆天，俩我都去过,,0,376,0,0,comment,风吹过这座大桥,公园C
小红书,如果我住在北京，我愿意去看一年四季的颐和园，去领略每个季节的景色，可惜我不是，去一次北京要大几千，所以每个景点看到就行了,,0,136,0,0,comment,momo,公园C
小红书,看来这位浙江的朋友很喜欢颐和园，那我给你发张照片，无美颜滤镜，上个月下雪我起个大早去拍的，把我美的晕头转向,,0,201,0,0,comment,小红薯_2207,公园C
小红书,家住人大，颐和园去了怎么也有上百次吧。每个门进去看到的景物都不一样，东宫门进去是仁寿殿；新建宫门进去直接就是昆明湖铜牛；北宫门进去是四大部洲和后湖；西门进去往左边走就是北京人专门用来避开大部分游客的健身步道，一直往前能到达西堤。现在基本都走西门，本地人多，避开热门的游客路线，已经好几年没走过新建宫门和东宫门了。一天都逛完也不是不可能，那就得体力超好，早早进去。别说颐和园了，现在故宫一天把开放区全都逛完也不轻松。西湖去过三次，冬季夏季，也很美。但我更爱颐和园，个人喜好+情感因素吧。没必要踩谁捧谁，乍看相似的两处，其实更多的是不同。都去看看不好吗，要不然旅行的意义何在呢,,0,83,0,0,comment,小猫儿吃小鱼,公园C
小红书,没有比颐和园更耐逛的园子了，步步都是景。,,0,40,0,0,comment,咖啡甩糖,公园C
小红书,可以 只买大门票去一些重点就好 参考这个路线 我当时下午一点半左右入园，四点多就出来了,,0,59,0,0,comment,echo_,公园C
小红书,哪个门出呢,,0,2,0,0,comment,爱瓜烊,公园C
小红书,刚逛完颐和园，人巨多，多到那种感觉我都是被推着走的那种，好多人逛着我就不想逛了，然后呢人又多又不知道逛哪里，就到处找地方坐一会儿，挤又挤不进去,,0,7,0,0,comment,Jelly (被sana比心版,公园C
小红书,我也是今天去的人太多了，根本体验不到评论区说的感觉，看来旅游还要人少时候出来玩呀，到处都是旅游团，在身边一过就是一大群人，就忙着躲人群了。,,0,4,0,0,comment,种子发芽开花结果,公园C
小红书,我们下午四点多才去，按小红书路线几个重要的都逛到了，正好七点清场出来，关键是人还少哈哈哈哈哈,,0,6,0,0,comment,momo,公园C
小红书,求路线,,0,6,0,0,comment,Enjoy,公园C
小红书,可以的，看你的时间调整就好。新建宫或东宫门进，新建宫门-十七孔桥-（东宫门进的话从这里开始）宁寿殿-（德和园-）玉澜堂-乐寿堂-长廊-（佛香阁-）石舫-北如意门出。一路沿湖都可以远观十七孔桥。,,0,4,0,0,comment,葫芦娃,公园C
小红书,学到了,,0,0,0,0,comment,"晩妍
作者",公园C
小红书,没必要逛完，半个小时你就没兴趣了,,0,1,0,0,comment,🍊,公园C
小红书,如果时间紧，走北宫门到新建宫门一线就够了，湖的西岸和南岸没必要去，没有景点，就是市民休闲的,,0,1,0,0,comment,qiami,公园C
小红书,很多人只为了拍照，当然可以随便照两张出来。正经逛我觉得从早到晚一天差不多，但会累。像我就喜欢绕湖一周,,0,2,0,0,comment,姗姗而来,公园C
小红书,"📷颐和园｜1️⃣条不走回头路的环湖路线
📍拍摄地点：颐和园
📷相机：α6700+ 腾龙18300
⏰时间：2026.04
🎞️后期: Lr
	
个人分享‼️
1️⃣先说明一下
这次在颐和园的路线只是我个人实际走下来的一条分享路线，👉🏻不一定是最优路线，但整体走下来比较顺、不走回头路，也比较轻松。
2️⃣游览路线规划
本次路线选择：西门进 → 西门出，环昆明湖大半圈。
选择西门主要有几个原因：
👉🏻人流量相对较少，进出更顺畅
👉🏻 停车场比较大，对自驾比较友好
👉🏻有北京西郊线直达颐和园西门站，公共交通也方便
👉🏻还能顺便打卡有轨小电车
整体路线基本是沿湖走一圈，不折返，节奏比较舒服。
3️⃣具体游览动线
从西门进入后，先向北沿着昆明湖西侧走。 这一段比较安静，可以一路看到鸳鸯、黑天鹅、绿头鸭，边走边看很轻松。继续往前走到玉带桥一带，过桥后可以选择乘游船横穿昆明湖前往南湖岛（约30元/人）。坐船过程中可以无遮挡正面拍到佛香阁，视角很好。
到达南湖岛后，步行穿过十七孔桥到达湖东岸。下桥就是经典的铜牛机位。之后沿昆明湖东岸一路向北走，这一段可以多找机位，用长焦拍“湖面+佛香阁”的组合画面。继续向北经过文昌阁，再往里走到仁寿殿和乐寿堂一带，可以稍微放慢节奏溜达一下。
接着进入长廊区域，沿着长廊一路走到排云门。这一段有不少拍佛香阁的角度，可以多停留一下。然后继续向西走，打卡石舫。再往北走，过一座小拱桥回到西堤，走到豳风桥附近，这里也是一个不错的拍摄点。
最后再经过玉带桥后，从西门离开，形成完整闭环。
4️⃣整体体验感受
这条路线的特点是：
👉🏻基本沿湖展开，风景变化比较丰富
👉🏻不走回头路，动线顺
👉🏻节奏可以快也可以慢
如果不赶时间，边走边停，大半天刚刚好。
5️⃣一个小建议
如果体力一般或者不想走太多，中间“乘船过湖”这一步其实很值得保留，既省体力，也能看到比较完整的湖景视角。
	
👉 类似北京这种分享笔记整理我还做了很多，主页可以直接翻
#五一出行问活人
#本地人有问必答
#颐和园
#颐和园攻略
#颐和园路线攻略
#颐和园拍照
#北京五一
#北京旅游攻略
#北京必去景点
#北京周末去哪儿
05-02",,0,0,559,0,post,,公园C
小红书,需要原图的可私信博主,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,拍的好啊，不愧是建筑师,,0,0,0,0,comment,NaNaNa派大星,公园C
小红书,谢谢,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,拍的真美,,0,0,0,0,comment,7-9,公园C
小红书,谢谢,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,想要原图发朋友⭕️么？今天去的没出片,,0,0,0,0,comment,Voinge,公园C
小红书,发您了,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,礼拿谢谢,,0,0,0,0,comment,应拭雪,公园C
小红书,没问题,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,拍的好美,,0,0,0,0,comment,吃一大口甜西瓜,公园C
小红书,谢谢,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,按这个路线走大概要花几个小时呢，今天打算过去啦,,0,0,0,0,comment,梁木,公园C
小红书,我是主打拍照去的，一共花了三个多小时,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,哇( ˉ ⌓ ˉ ๑) 可以发朋友⭕️么,,0,0,0,0,comment,名字有点长记不住也没关系,公园C
小红书,可以啊，我就是爱好到处拍拍，没啥版权，随便发,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,牛！我今天也拍到了狮子,,0,4,0,0,comment,小巫漫漫,公园C
小红书,哈哈，这个狮子有点萌,,0,1,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,拍的真好,,0,0,0,0,comment,小嘻嘻,公园C
小红书,谢谢,,0,0,0,0,comment,"建筑乔工记录北京📸
作者",公园C
小红书,"颐和园隐藏机位，谁还不知道❕❓
第一次来颐和园
几乎所有人都犯同一个错——
进门方向选错，后面两小时全在用膝盖""还债""😮‍💨
	
我在北京带了十几年团，光颐和园就进出几百次
跟我说""颐和园太累了""的，基本都是从北宫门进的
落地就爬山，腿没热开，体力先去一半
听我的，从东宫门进，顺着地形走，累不了
	
🎟 门票怎么买
📍 公园门票：旺季 30r，淡季 20r
📍 佛香阁景区：另加 10r
两张合计40r，颐和园最值看的全打通
联票60r多出来的20r是给苏州街和戏楼的，可逛可不逛，别为""合算""多花冤枉钱
✅ 提前在📱颐和园购票，扫码入园，不用排队 ❌ 门口黄牛的票，直接走开
	
⏰ 几点进园最划算
8:30前进园，昆明湖是你的，长廊是你的😌
9点后人潮涌进来，廊道里肩挨肩，照片里全是脑袋
睡懒觉派也有救——下午3点后人散得快，夕阳打在昆明湖上，比正午好看十倍，还出片
	
🗺 推荐路线（4—5小时，不走回头路）
东宫门 → 仁寿殿 → 玉澜堂 → 长廊 → 石舫
→ 排云殿 → 佛香阁 → 智慧海 → 折回东宫门
	
💡 体力充沛可加：后山后溪街，人少荫凉，多走约40分钟
	
📸 拍照打卡地 & 最佳时间
打卡地最佳时间拍什么
🌅 昆明湖东堤清晨 7:00—8:30湖面薄雾+玉泉山借景，无人感极强
	
🏛 长廊红柱上午 9:00前侧逆光穿廊，红柱连绵有纵深感⛩ 佛香阁平台上午 10:00—11:00俯瞰昆明湖全景，光线角度最正
	
🌉 十七孔桥下午 4:30—5:30夕阳染桥洞，""金光穿洞""奇观（冬至前后最佳）🪨 石舫旁任意时段西堤垂柳+船身倒影，文艺感拉满
	
⚠️ 十七孔桥不在主路上，需专门绕行，值得去，但记得算回程路
	
❌ 避坑清单
❌ 下午1—2点别爬佛香阁台阶——无遮挡暴晒，全程烤人
❌ 只走长廊就走人——长廊是边框，昆明湖才是主角
✅ 带老人孩子：佛香阁有缆车（单程10元），东宫门可租轮椅/婴儿车
✅ 园内餐厅是门外3倍价，进园前在外面吃好再进
	
见过太多人把颐和园走成""受罪之旅""
差的就是几点进、哪个门进、先走哪条路
方向对了，脚就轻了，照片也好看了🗺️
#北京旅游攻略 #北京旅游 #北京旅游团
#颐和园 #颐和园旅游攻略 #颐和园美景 #旅游推荐
昨天 17:18 河南",,0,0,1,0,post,,公园C
小红书,这是一片荒地点击评论,,0,0,0,0,comment,,公园C
小红书,这是一片荒地点击评论,,0,0,0,0,comment,,公园C
小红书,"颐和园去了！已踩雷～
相信不少外地游客去颐和园直接从地图🗺️上搜到的是北宫门进入，因为离得地铁🚇近。然后进去以后逛得太累，逛一半不想逛了。
听话，从西苑下地铁，东门进，先把扎堆的景点逛了！否则从北宫门进来直直爬万寿山，然后会感觉不太有意思，而错过了前面的佛香阁和17孔桥，得不偿失啊！
如果真的到了北宫门，建议导航一下北如意门，从那里进去。
#画中游拍照 #北方小江南 #一砖一瓦一红墙 #颐和园 #孙小末探店笔记 #人在画中游 #十七孔桥 #四大园林之首 #北京旅游攻略 #穿越回清朝
2025-10-26",,0,0,1166,0,post,,公园C
小红书,北如意门离地铁还有很远,2025-10-26,0,0,0,0,comment,一条小锦李,公园C
小红书,是的,2025-10-26,0,0,0,0,comment,"小末学长
作者",公园C
小红书,北宫门沿着苏州街去后湖，然后看了石舫走西堤看六桥，然后看铜牛登瀛洲。改乘游船过昆明湖走长廊啊,2025-10-26,0,2,0,0,comment,廊坊临熙剧本杀干冰之剑,公园C
小红书,不错,2025-10-26,0,0,0,0,comment,"小末学长
作者",公园C
小红书,真男人直接环湖，走苏堤回佛香阁。,2025-10-26,0,39,0,0,comment,拍完发现电池没装,公园C
小红书,yyds,2025-10-26,0,4,0,0,comment,"小末学长
作者",公园C
小红书,最爱颐和园,2025-10-26,0,0,0,0,comment,可可lemon,公园C
小红书,嗯嗯,2025-10-26,0,0,0,0,comment,"小末学长
作者",公园C
小红书,北京景区很大，很多人没去对地方就走了。就像我去圆明园和奥森，找对地方很漂亮的。直图,2025-10-26,0,5,0,0,comment,珍Momo,公园C
小红书,漂亮,2025-10-26,0,0,0,0,comment,"小末学长
作者",公园C
小红书,从东边那条路线北宫门，人少僻静落叶🍂,2025-11-17,0,1,0,0,comment,用户已注销,公园C
小红书,哈哈,2025-11-22,0,0,0,0,comment,"小末学长
作者",公园C
小红书,想问问外国游客去乘船游昆明湖，需要收费多少💰？从十七孔桥到宿云嶦,2025-10-29,0,5,0,0,comment,Carmen,公园C
小红书,船貌似停了最近,2025-10-29,0,2,0,0,comment,爱喝奶茶的乌鸦,公园C
小红书,你这没什么人啊，我们去的时候，哪哪都是人，满满当当,2025-10-26,0,0,0,0,comment,巧克力猪,公园C
小红书,哈哈，我拍的人少,2025-10-26,0,0,0,0,comment,"小末学长
作者",公园C
小红书,好看,2025-10-26,0,0,0,0,comment,"小末学长
作者",公园C
小红书,从巴沟站下车，打车过去新建宫门进，然后从铜牛十七孔桥➡️南湖岛（坐船）➡️石舫➡️长廊一直往东宫门出去，东宫门出来后往左方向走一公里到西苑美食街，美食街里就有西苑地铁站,2025-10-26,0,4,0,0,comment,🐷仔,公园C
小红书,不错,2025-10-26,0,1,0,0,comment,"小末学长
作者",公园C
小红书,"去颐和园是建议买门票还是买联票好
联票有必要吗
#颐和园攻略 #颐和园门票 #提问 #颐和园日落 #颐和园联票
05-06",,0,0,37,4,post,,公园C
小红书,买门票就行，现在苏州街在装修也进不去，没必要，佛香阁的话在里面天坛之类的景点里面差不多，颐和园太大了逛完感觉要休息三天才能缓过来，不如买个门票再坐个船，都能看到,,0,4,0,0,comment,momo,公园C
小红书,门票能坐船嘛,,0,1,0,0,comment,施主醉过🥕,公园C
小红书,看你去不去圆明园了哈？如果去，就联票，如果不去圆明园，就门票,,0,0,0,0,comment,奔跑的蜗牛,公园C
小红书,圆明园跟 颐和园不是一个地方,,0,27,0,0,comment,小瑜,公园C
小红书,买大门票足够了，现在苏州街在装修没什么可看的，如果想去佛香阁，再佛香阁门口再买票就行，优惠门票➕佛香阁门票一共36💰搞定，主要的景点大门票都能看到，而且拍照打卡大门票足够了,,0,1,0,0,comment,Luckyz阳光生活,公园C
小红书,怎么买的,,0,1,0,0,comment,小太阳,公园C
小红书,门票，因为一天根本逛不完，如果你想进联票那个现买都行，不要花冤枉钱,,0,4,0,0,comment,晴天,公园C
小红书,门票吧。需要进哪个再单买，一般人都逛不完所有园中园。不过门票也不贵，你要愿意一次都买了也可以,,0,2,0,0,comment,momo,公园C
小红书,门票就行，建议从东边的门进来，走累了可以不爬山不去佛香阁。,,0,1,0,0,comment,小红薯6687BD02,公园C
小红书,第一次必联,,0,1,0,0,comment,新全幅,公园C
小红书,我还是大学生的时候都没在一天逛完所有园子,,0,0,0,0,comment,二十四号想不出昵称了,公园C
小红书,5.3号第一次去买的联票，从北宫门进联票主要景点基本转到了，还有5.3号人特别多，去佛香阁排队的人特别多，联票方便一点颐和园2万步起,,0,0,0,0,comment,文文手作,公园C
小红书,没必要，逛不完，想去哪里单独买就行,,0,1,0,0,comment,爱咋咋地,公园C
小红书,第一次去的话就买吧,,0,0,0,0,comment,淇淇傅淇淇,公园C
小红书,门票，累都累死了 看个门票就可以了,,0,0,0,0,comment,！,公园C
小红书,买了联票就觉得包含的景点都得去不然就亏了，可是有时候确实走不动或者天气不好或者觉得没意思真的不想再逛了，又想想票都买了。。。矛盾,,0,0,0,0,comment,蔡蔡,公园C
小红书,佛香阁总要上去看看吧 虽然也没啥,,0,4,0,0,comment,Nic💋,公园C
小红书,没上过佛香阁还是买个联票上去一趟吧,,0,0,0,0,comment,我是你姑奶奶,公园C
小红书,门票,,0,0,0,0,comment,🍊橘子汽水🥤,公园C
小红书,其实不用买，买的进去的景点也就那样，几个楼跟庭院其实也没必要打卡，打卡地方也不需要联票，我是带我老妈逛三四个小时就回来了，下午两三点顺路去了一趟北大清华打完卡，回酒店，这是颐和园一天路程，圆明园就是一堆破石头，没有打卡必要，带小孩倒是可以看看历史古迹,,0,0,0,0,comment,再睡最后五分钟🌻,公园C
小红书,门票,,0,0,0,0,comment,栗栗子呀,公园C
小红书,门票,,0,0,0,0,comment,源源圆圆🍭,公园C
小红书,门票,,0,0,0,0,comment,星星在逃跑,公园C
小红书,没必要,,0,0,0,0,comment,ᥫᩣHelenɞ,公园C
小红书,门票就行,,0,0,0,0,comment,NIAN.,公园C
小红书,第一次必须联票,,0,0,0,0,comment,贲夶㶨㔻,公园C
小红书,里面有在装修的看不了，5.1刚去逛过,,0,0,0,0,comment,绮梦瑰饰,公园C
小红书,节假日门票，非节假日门票。节假日人太多，上佛香阁费劲,,0,0,0,0,comment,风语者,公园C
小红书,自由行不赶时间的话买联票，太好玩儿了，舍不得走。,,0,1,0,0,comment,糖果姐姐爱分享,公园C
小红书,第一次去买联票,,0,0,0,0,comment,yOOP,公园C
小红书,联票,,0,0,0,0,comment,momo,公园C
小红书,门票就行，逛不完其实,,0,0,0,0,comment,🔒繁星🔒,公园C
小红书,个人需求,,0,0,0,0,comment,纯情果,公园C
小红书,门票,,0,0,0,0,comment,-荔枝派来的-,公园C
小红书,看是不是节假日吧，我们2号去的买了联票也没用到，进去又直接出来了，人多体验感很不好，再加上那天风超级大，游船都停了,,0,0,0,0,comment,只为记录,公园C
小红书,5月2号买的联票，结果刮超大风，溜达一圈就走了，第二天收到主动退费,,0,0,0,0,comment,momo,公园C
小红书,门票,,0,0,0,0,comment,大象,公园C
小红书,门票+佛香阁就行，基本到这里就逛不动了,,0,0,0,0,comment,海涸,公园C
小红书,门票,,0,0,0,0,comment,雅栀-,公园C
小红书,先买门票 如果不累 走到佛香阁 再买票也行,,0,0,0,0,comment,北京土著侃大山,公园C
小红书,第一次去，时间紧张，没做功课的话没必要买连票,,0,0,0,0,comment,小红书1391969,公园C
小红书,门票就行。佛香阁在单独买就行,,0,0,0,0,comment,芋泥小圆,公园C
小红书,第一次可以买联票，也没差多少钱，再去就没必要了,,0,0,0,0,comment,灏翀,公园C
小红书,没必要,,0,0,0,0,comment,莉莉,公园C
小红书,门票 再单买个佛香阁,,0,0,0,0,comment,颐和园行李寄存田大爷,公园C
小红书,时间要是很富裕，腿脚又好，就买联票，时间不富裕脚力又不好的就买门票,,0,0,0,0,comment,九品钦差,公园C
小红书,门票，剩余有精力的话可以现场再买小景点的票,,0,0,0,0,comment,钱嘟嘟嘟,公园C
小红书,游客的话，门票加佛香阁就行，经常有空去的随缘吧，其实德和楼里面也挺好看,,0,0,0,0,comment,TeddyFrancisco,公园C
小红书,门票 再买个佛香阁就行了,,0,0,0,0,comment,柚柚,公园C
小红书,买门票，逛到里面，要是排队人少就再买票好了，人多排长队估计都懒得进去了,,0,0,0,0,comment,crystal,公园C
小红书,门票,,0,0,0,0,comment,张飞在香港,公园C
小红书,门票，湖边坐一下午就挺好了,,0,0,0,0,comment,momo,公园C
小红书,大门票就行了，那些小景点一是真没必要，二是排队让人心烦,,0,0,0,0,comment,小红薯67C1C2EC,公园C
小红书,"忍不住给五一来北京去颐和园的朋友们提个醒
颐和园是北京非常值得去的皇家园林，作为一枚北京人，我也很喜欢颐和园！
	
距离家不算特别近，倒也不老去。但4月北京的花都开了，很美，我就前两周周末带孩子去了北海公园、景山公园和颐和园。
	
非常想给五一来北京的游客朋友们提个醒——颐和园人真的超级多！！！我还是在4月的一个普通的雾很大的周六去的，难以想象五一人得多成什么样... 很为大家担忧，所以还是发下吧（唔…内容又不垂直了）
	
从P2地图上可以看到，颐和园的昆明湖面积非常大，而陆地面积并不大，所以会很人挤人。
	
我们前两周走的路线（P3）是坐地铁到北宫门站进的门，再爬小段山上五大洲部，下来到石舫走长廊，到了东门附近，坐船。下了船就从东门出去了。
	
长廊下来之后走湖边的小道（大概P4的位置），非常窄，差不多就是刚刚好两人位！所以带婴儿车和轮椅的朋友们，不要走这里了～很容易交通阻塞（如果是从东往西走的话是先看到有个探海神灯，P5这个，黄绿相间的东西，就不要走湖边了）
上次我们走的时候就是有轮椅和婴儿车，感觉真的很辛苦！！
	
我非常推荐划船，6人电瓶船是200/小时，我们在东门附近的码头等了约30分钟。五一北京天气会比较热，排队的地方没什么很茂密的树，记得带伞！！
	
上了船就觉得很舒爽了，凉风吹着也不晒，湖上也没那么密集的人群，远眺一下佛香阁，吃点东西！北海公园我们也划船了～～感觉是一项很适合亲子的项目呢。颐和园的生态很好，我们上次运气很好，碰到了一群黑颈鸊鷉和翘嘴麻鸭！喜欢观鸟的朋友说我们这是新手光环
	
在湖上往西开船，会发现西门那边人很少，垂柳、各式各样的桥，很惬意！所以其实也可以考虑从西门进入！但西门就是没有那些文化的东西。
	
我是一个人带的快8岁和快6岁娃去的，他俩倒是觉得还不算很累，我觉得有点累，长廊有一公里多～
	
以上信息提供给有缘的朋友，希望大家来北京玩得愉快！！
#北京 #五一旅游 #北京旅游 #颐和园 #北京人 #景点前方来报 #北京旅行 #北京颐和园 #北京景点
04-29",,0,0,70,0,post,,公园C
小红书,刚给小孩儿看了我这篇帖子，他帮我更正了一下：是四大部洲、探海灯杆！！（耳机讲解真是没白借）,,0,0,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,我工作日去的人不是很多,,0,0,0,0,comment,宛夏,公园C
小红书,这看着也不少啊,,0,9,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,五一过后几天北京还会很多人吗,,0,0,0,0,comment,Kogepan,公园C
小红书,工作日应该还好,,0,0,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,7号去呢,,0,0,0,0,comment,少熬夜,公园C
小红书,从哪个门进人少呀,,0,0,0,0,comment,旺太阳,公园C
小红书,西门,,0,0,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,感谢博主分享，明天正要带宝宝去，推婴儿车，这下知道哪里不要走了,,0,0,0,0,comment,是CoCo椰,公园C
小红书,嗯呢，我翻到我们19年5月4号去的，是从西门进的，人很少，就是远望佛香阁和十七孔桥。西门的地铁是地上的，还挺特别的。推婴儿车辛苦啦！,,0,5,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,五一肯定人具多清明去的时候堪比庙会 不过前两周周末又去了一趟人流倒还行,,0,1,0,0,comment,lusan,公园C
小红书,这是清明的时候吗？看着人也很多～但是天气不错诶。我那天去大雾。看到带小小孩和老人的，这么多人真的很替他们着急，太辛苦了。我记得小时候长廊是很空的可以一眼望去很直，现在只看到了人…体验感大概就只有十分之一。估计如果来很早的话会好很多吧？,,0,0,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,北海公园会比颐和园人少吧,,0,0,0,0,comment,momo,公园C
小红书,对 少很多,,0,0,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,这个雾很大的周末不会是18号吧,,0,0,0,0,comment,饿了要吃肉,公园C
小红书,对头！,,0,0,0,0,comment,"一代大橙子🍊
作者",公园C
小红书,我带着小孩和老人，优先想划船，少走路，推荐哪个门进出呀？,,0,0,0,0,comment,su.xiao小,公园C
